% Model:              hexGeModeAnalysisv2.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jul 16 2024, 16:32
% Table:              Table 85 - data_to_export
% omega (GHz)                                     Out-of-plane wave number (rad/m)                  N^2 (m^2)                                         wxy (1)                                           wxz (1)                                           wyz (1)                                           mode (m^2)
50.6                                              -1.2799130294066861E8-8.787756102308536E-8i       2.9798507961721654                                -6.301590532432686+0.01316335833352956i           -264879.93654734787-1.2673385409781638E8i         0.00637834261358053+3.055170493936668i            7
50.6                                              1.370212051754341E8+2.0177900031705478E-7i        2.9740011809862126                                -17.876691989752025+0.007847875990075137i         -4.4292191798371724E-4-1.013708441469934i         56376.08709179675+1.2840043343655452E8i           8
50.6                                              -1.370212051754341E8+2.0177900031705478E-7i       2.9740011809862126                                -17.876691989752025-0.007847875990075137i         -4.4292191798371724E-4+1.013708441469934i         56376.08709179675-1.2840043343655452E8i           8
50.650000000000006                                2.356287847367726E7-3.329945702736781E-9i         2.9748339623064894                                -0.014278601978165205-4.5690984442837583E-4i      0.09318043778905902-2.9117814208096697i           3290127.4197310363-1.0281269215949269E8i          3
50.650000000000006                                -2.356287847367726E7-3.329945702736781E-9i        2.9748339623064894                                -0.014278601978165205+4.5690984442837583E-4i      0.09318043778905902+2.9117814208096697i           3290127.4197310363+1.0281269215949269E8i          0
50.650000000000006                                6.541413363465888E7+6.296437149036781E-8i         3.010705853032656                                 6.93041452308044E-8+5.070728243959554E-4i         -0.24044863194231383-3.677394150849831E-4i        0.028563841286124315+4.340737497094255E-5i        4
50.650000000000006                                -6.541413363465888E7+6.296437149036781E-8i        3.010705853032656                                 6.93041452308044E-8-5.070728243959554E-4i         -0.24044863194231383+3.677394150849831E-4i        0.028563841286124315-4.340737497094255E-5i        4
50.650000000000006                                1.17182675868937E8-5.708298676244515E-6i          2.8945674610652925                                -1.3487721164287266E8-75966.76080953065i          0.0028207509117625217-4.941494693567886i          0.006359335767321013-11.348509870083884i          6
50.650000000000006                                -1.17182675868937E8-5.708298676244515E-6i         2.8945674610652925                                -1.3487721164287266E8+75966.76080953065i          0.0028207509117625217+4.941494693567886i          0.006359335767321013+11.348509870083884i          6
50.650000000000006                                1.2809250822547266E8-2.2248638140643217E-7i       2.979833632773623                                 -6.3204422988809315-0.013207345335677035i         -264883.04058630357+1.2679849662339886E8i         0.006406576633569701-3.064099847032394i           7
50.650000000000006                                -1.2809250822547266E8-2.2248638140643217E-7i      2.979833632773623                                 -6.3204422988809315+0.013207345335677035i         -264883.04058630357-1.2679849662339886E8i         0.006406576633569701+3.064099847032394i           7
50.650000000000006                                1.3713412851590577E8+2.082066019380131E-6i        2.973981621817251                                 -17.91574824760421+0.007835591889418056i          -4.335355074743893E-4-1.0149211746617866i         56284.51202902531+1.2847512189307182E8i           8
50.650000000000006                                -1.3713412851590577E8+2.082066019380131E-6i       2.973981621817251                                 -17.91574824760421-0.007835591889418056i          -4.335355074743893E-4+1.0149211746617866i         56284.51202902531-1.2847512189307182E8i           8
50.7                                              2.3716468757546984E7+5.846000533488897E-9i        2.9748886431762065                                -0.016255326476398803-5.176973874792188E-4i       0.09279509221774251-2.913730578909762i            3272340.502793261-1.0275029307043624E8i           3
50.7                                              -2.3716468757546984E7+5.846000533488897E-9i       2.9748886431762065                                -0.016255326476398803+5.176973874792188E-4i       0.09279509221774251+2.913730578909762i            3272340.502793261+1.0275029307043624E8i           0
50.7                                              6.5482656194630496E7-5.951823197685871E-7i        3.0107305908549846                                -1.1223911447873096E-6+5.917646693998131E-4i      -0.24163165376341234-3.712327562532174E-4i        0.02873768043045966+4.3967087419887126E-5i        4
50.7                                              -6.5482656194630496E7-5.951823197685871E-7i       3.0107305908549846                                -1.1223911447873096E-6-5.917646693998131E-4i      -0.24163165376341234+3.712327562532174E-4i        0.02873768043045966-4.3967087419887126E-5i        4
